query family beginR
chr6:152397395:152397530 THE1A LTR/ERVL-MaLR
chr6:152397395:152397530_1 THE1A LTR/ERVL-MaLR
chr6:152397516:152397651 THE1A LTR/ERVL-MaLR
chr6:152397516:152397651 THE1A LTR/ERVL-MaLR
chr6:152397516:152397651_1 THE1A LTR/ERVL-MaLR
chr6:152397516:152397651_1 THE1A LTR/ERVL-MaLR
chr6:152397534:152397669 THE1A LTR/ERVL-MaLR
chr6:152397534:152397669 THE1A LTR/ERVL-MaLR
chr6:152397534:152397669_1 THE1A LTR/ERVL-MaLR
chr6:152397534:152397669_1 THE1A LTR/ERVL-MaLR
chr6:152397844:152397979 THE1-int LTR/ERVL-MaLR
chr6:152397844:152397979_1 THE1-int LTR/ERVL-MaLR
chr6:152397982:152398117 THE1-int LTR/ERVL-MaLR
chr6:152397982:152398117_1 THE1-int LTR/ERVL-MaLR
chr6:152397983:152398118 THE1-int LTR/ERVL-MaLR
chr6:152397983:152398118_1 THE1-int LTR/ERVL-MaLR
chr6:152398011:152398146 THE1-int LTR/ERVL-MaLR
chr6:152398011:152398146_1 THE1-int LTR/ERVL-MaLR
chr6:152398153:152398288 THE1-int LTR/ERVL-MaLR
chr6:152398153:152398288_1 THE1-int LTR/ERVL-MaLR
chr6:152398277:152398412 THE1-int LTR/ERVL-MaLR
chr6:152398277:152398412_1 THE1-int LTR/ERVL-MaLR
chr6:152398346:152398481 THE1-int LTR/ERVL-MaLR
chr6:152398346:152398481_1 THE1-int LTR/ERVL-MaLR
chr6:152398437:152398572 THE1-int LTR/ERVL-MaLR
chr6:152398437:152398572_1 THE1-int LTR/ERVL-MaLR
chr6:152398601:152398736 THE1-int LTR/ERVL-MaLR
chr6:152398601:152398736_1 THE1-int LTR/ERVL-MaLR
chr6:152398602:152398737 THE1-int LTR/ERVL-MaLR
chr6:152398602:152398737_1 THE1-int LTR/ERVL-MaLR
chr6:152398866:152399001 THE1-int LTR/ERVL-MaLR
chr6:152398866:152399001_1 THE1-int LTR/ERVL-MaLR
chr6:152398895:152399030 THE1-int LTR/ERVL-MaLR
chr6:152398895:152399030_1 THE1-int LTR/ERVL-MaLR
chr6:152399277:152399412 THE1A LTR/ERVL-MaLR
chr6:152399277:152399412_1 THE1A LTR/ERVL-MaLR
chr6:152399622:152399757 L1P2 LINE/L1
chr6:152399622:152399757_1 L1P2 LINE/L1
chr6:152399724:152399859 L1P2 LINE/L1
chr6:152399724:152399859_1 L1P2 LINE/L1
chr6:152400180:152400315 L1P2 LINE/L1
chr6:152400180:152400315_1 L1P2 LINE/L1
chr6:152400191:152400326 L1P2 LINE/L1
chr6:152400191:152400326_1 L1P2 LINE/L1
chr6:152400461:152400596 L1P2 LINE/L1
chr6:152400461:152400596_1 L1P2 LINE/L1
chr6:152400527:152400662 L1P2 LINE/L1
chr6:152400527:152400662_1 L1P2 LINE/L1
chr6:152400692:152400827 L1P2 LINE/L1
chr6:152400692:152400827_1 L1P2 LINE/L1
chr6:152400914:152401049 L1P2 LINE/L1
chr6:152400914:152401049_1 L1P2 LINE/L1
chr6:152401103:152401238 L1P2 LINE/L1
chr6:152401103:152401238_1 L1P2 LINE/L1
chr6:152401317:152401452 L1P2 LINE/L1
chr6:152401317:152401452_1 L1P2 LINE/L1
chr6:152401369:152401504 L1P2 LINE/L1
chr6:152401369:152401504_1 L1P2 LINE/L1
chr6:152401583:152401718 L1P2 LINE/L1
chr6:152401583:152401718_1 L1P2 LINE/L1
chr6:152402133:152402268 L1P3 LINE/L1
chr6:152402133:152402268_1 L1P3 LINE/L1
chr6:152402258:152402393 L1P3 LINE/L1
chr6:152402258:152402393_1 L1P3 LINE/L1
chr6:152402314:152402449 L1P3 LINE/L1
chr6:152402314:152402449_1 L1P3 LINE/L1
chr6:152402389:152402524 L1P3 LINE/L1
chr6:152402389:152402524_1 L1P3 LINE/L1
chr6:152402919:152403054 L1P3 LINE/L1
chr6:152402919:152403054_1 L1P3 LINE/L1
chr6:152403060:152403195 L1P1 LINE/L1
chr6:152403060:152403195_1 L1P1 LINE/L1
chr6:152403322:152403457 L1P3 LINE/L1
chr6:152403322:152403457_1 L1P3 LINE/L1
chr6:152403350:152403485 L1P3 LINE/L1
chr6:152403350:152403485_1 L1P3 LINE/L1
chr6:152403576:152403711 L1P3 LINE/L1
chr6:152403576:152403711_1 L1P3 LINE/L1
chr6:152403630:152403765 L1P3 LINE/L1
chr6:152403630:152403765_1 L1P3 LINE/L1
chr6:152403691:152403826 L1P3 LINE/L1
chr6:152403691:152403826_1 L1P3 LINE/L1
chr6:152404170:152404305 L1P3 LINE/L1
chr6:152404170:152404305_1 L1P3 LINE/L1
chr6:152404460:152404595 L1P1 LINE/L1
chr6:152404460:152404595_1 L1P1 LINE/L1
chr6:152404716:152404851 L1P3 LINE/L1
chr6:152404716:152404851_1 L1P3 LINE/L1
chr6:152404800:152404935 L1P3 LINE/L1
chr6:152404800:152404935_1 L1P3 LINE/L1
chr6:152404856:152404991 L1P3 LINE/L1
chr6:152404856:152404991_1 L1P LINE/L1
chr6:152405231:152405366 L1PA6 LINE/L1
chr6:152405231:152405366_1 L1PA6 LINE/L1
chr6:152405499:152405634 L1PA6 LINE/L1
chr6:152405499:152405634 THE1A LTR/ERVL-MaLR
chr6:152405499:152405634_1 L1PA6 LINE/L1
chr6:152405499:152405634_1 THE1A LTR/ERVL-MaLR
chr6:152405539:152405674 (AAAAG)n Simple_repeat
chr6:152405539:152405674 THE1A LTR/ERVL-MaLR
chr6:152405539:152405674_1 (AAAAG)n Simple_repeat
chr6:152405539:152405674_1 THE1A LTR/ERVL-MaLR
chr6:152405540:152405675 (AAAAG)n Simple_repeat
chr6:152405540:152405675 THE1A LTR/ERVL-MaLR
chr6:152405540:152405675_1 (AAAAG)n Simple_repeat
chr6:152405540:152405675_1 THE1A LTR/ERVL-MaLR
chr6:159668594:159668729 AluJb SINE/Alu
chr6:159668594:159668729_1 AluJb SINE/Alu
chr6:159684516:159684651 AluY SINE/Alu
chr6:159684516:159684651_1 AluY SINE/Alu
chr6:159684843:159684978 AluSx SINE/Alu
chr6:159684843:159684978_1 AluSx SINE/Alu
chr6:159687644:159687779 (T)n Simple_repeat
chr6:159687649:159687784 (T)n Simple_repeat
chr6:159689785:159689920 (TATC)n Simple_repeat
chr6:159689785:159689920_1 (TATC)n Simple_repeat
chr6:159694610:159694745 THE1B LTR/ERVL-MaLR
chr6:159694610:159694745_1 THE1B LTR/ERVL-MaLR
chr6:159694654:159694789 THE1B LTR/ERVL-MaLR
chr6:159694654:159694789_1 THE1B LTR/ERVL-MaLR
chr6:159696117:159696252 AluSx SINE/Alu
chr6:159696117:159696252_1 AluSx SINE/Alu
chr6:159699683:159699818 (TCTA)n Simple_repeat
chr6:159699683:159699818_1 (TCTA)n Simple_repeat
chr6:159707351:159707486 L1P3 LINE/L1
chr6:159707351:159707486_1 L1P3 LINE/L1
chr6:159708431:159708566 L1P3 LINE/L1
chr6:159708431:159708566_1 L1P3 LINE/L1
chr6:159711447:159711582 L1P3 LINE/L1
chr6:159711447:159711582_1 L1P3 LINE/L1
chr6:159711789:159711924 L1P2 LINE/L1
chr6:159711789:159711924_1 L1P2 LINE/L1
chr6:159713026:159713161 AluSx SINE/Alu
chr6:159713026:159713161_1 AluSx SINE/Alu
chr6:159713468:159713603 L1MD LINE/L1
chr6:159713468:159713603_1 L1MD LINE/L1
chr6:159718922:159719057 MLT1D LTR/ERVL-MaLR
chr6:159718922:159719057_1 MLT1D LTR/ERVL-MaLR
chr6:159728158:159728293 AluSx SINE/Alu
chr6:159728158:159728293_1 AluSx SINE/Alu
chr6:159733626:159733761_1 MARE4 DNA/hAT-Tip100
chr6:22122883:22123018 (TA)n Simple_repeat
chr6:22122883:22123018_1 (TA)n Simple_repeat
chr6:22122934:22123069 (TA)n Simple_repeat
chr6:22122934:22123069_1 (TA)n Simple_repeat
chr6:22128370:22128505 L1P4 LINE/L1
chr6:22128370:22128505_1 L1P4 LINE/L1
chr6:22128390:22128525 L1PREC2 LINE/L1
chr6:22128390:22128525_1 L1PREC2 LINE/L1
chr6:22128394:22128529 L1PREC2 LINE/L1
chr6:22128394:22128529_1 L1PREC2 LINE/L1
chr6:22128870:22129005 L1PREC2 LINE/L1
chr6:22128870:22129005_1 L1PREC2 LINE/L1
chr6:22128894:22129029 L1PREC2 LINE/L1
chr6:22128894:22129029_1 L1PREC2 LINE/L1
chr6:22130533:22130668 L1M2 LINE/L1
chr6:22130533:22130668_1 L1M2 LINE/L1
chr6:26092102:26092237 AluSx SINE/Alu
chr6:26092102:26092237_1 AluSx SINE/Alu
chr6:26107395:26107530 MER1A DNA/hAT-Charlie
chr6:26107395:26107530_1 MER1A DNA/hAT-Charlie
chr6:26128342:26128477 A-rich Low_complexity
chr6:26128342:26128477_1 A-rich Low_complexity
chr6:31690808:31690943 AluJb SINE/Alu
chr6:31690808:31690943_1 AluJb SINE/Alu
chr6:31700838:31700973 AluSx SINE/Alu
chr6:31700838:31700973_1 AluSx SINE/Alu
chr6:31741422:31741557 AluSx SINE/Alu
chr6:31741422:31741557_1 AluSx SINE/Alu
chr6:31753940:31754075 AluSx SINE/Alu
chr6:31753940:31754075_1 AluSx SINE/Alu
chr6:31769616:31769751 7SLRNA srpRNA
chr6:31769616:31769751 SVA_A Retroposon/SVA
chr6:31769616:31769751_1 7SLRNA srpRNA
chr6:31769616:31769751_1 SVA_A Retroposon/SVA
chr6:31817660:31817795 AluSx SINE/Alu
chr6:31817660:31817795_1 AluSx SINE/Alu
chr6:31820091:31820226 LTR12C LTR/ERV1
chr6:31820091:31820226_1 LTR12C LTR/ERV1
chr6:31823409:31823544 AluSx SINE/Alu
chr6:31823409:31823544_1 AluSx SINE/Alu
chr6:32583763:32583898 MLT2B1 LTR/ERVL
chr6:32583763:32583898_1 MLT2B2 LTR/ERVL
chr6:32600697:32600832 MLT1H1 LTR/ERVL-MaLR
chr6:32600697:32600832_1 MLT1H1 LTR/ERVL-MaLR
chr6:32601909:32602044 AluY SINE/Alu
chr6:32601909:32602044_1 AluY SINE/Alu
chr6:32602692:32602827 MER90a LTR/ERV1
chr6:32602692:32602827_1 MER90a LTR/ERV1
chr6:32651409:32651544 MER54A LTR/ERVL
chr6:32651409:32651544_1 MER54A LTR/ERVL
chr6:32651573:32651708 MLT1A1 LTR/ERVL-MaLR
chr6:32651573:32651708_1 MLT1A1 LTR/ERVL-MaLR
chr6:32652213:32652348 ERVL-int LTR/ERVL
chr6:32652213:32652348_1 ERVL-int LTR/ERVL
chr6:32659577:32659712 L1ME4a LINE/L1
chr6:32659577:32659712_1 L1M5 LINE/L1
chr6:32662270:32662405 L1M1 LINE/L1
chr6:32662270:32662405_1 L1M1 LINE/L1
chr6:32662405:32662540 L1M1 LINE/L1
chr6:32662405:32662540_1 L1M1 LINE/L1
chr6:32663287:32663422 L1MA1 LINE/L1
chr6:32663287:32663422_1 L1MA1 LINE/L1
chr6:32666290:32666425 MLT2B3 LTR/ERVL
chr6:32666290:32666425_1 MLT2B3 LTR/ERVL
chr6:32668878:32669013 HAL1ME LINE/L1
chr6:32668878:32669013_1 HAL1ME LINE/L1
chr6:32671732:32671867 AluY SINE/Alu
chr6:32671732:32671867_1 AluY SINE/Alu
chr6:32671975:32672110 AluY SINE/Alu
chr6:32671975:32672110_1 AluY SINE/Alu
chr6:32672371:32672506 L1M5 LINE/L1
chr6:32672371:32672506_1 L1M5 LINE/L1
chr6:32673825:32673960 AluSx SINE/Alu
chr6:32673825:32673960_1 AluSx SINE/Alu
chr6:51832426:51832561 (TG)n Simple_repeat
chr6:51832426:51832561 (CACA)n Simple_repeat
chr6:51832426:51832561_1 (TG)n Simple_repeat
chr6:51832426:51832561_1 (AC)n Simple_repeat
chr6:51833952:51834087 MLT1E1A LTR/ERVL-MaLR
chr6:51833952:51834087_1 MLT1E1A LTR/ERVL-MaLR
chr6:51834212:51834347 L1PB4 LINE/L1
chr6:51834212:51834347_1 L1PB4 LINE/L1
chr6:51834229:51834364 L1PB4 LINE/L1
chr6:51834229:51834364_1 L1PB4 LINE/L1
chr6:51839407:51839542 L1PB1 LINE/L1
chr6:51839407:51839542_1 L1PB1 LINE/L1
chr6:51840247:51840382 L1M3 LINE/L1
chr6:51840247:51840382_1 L1M3 LINE/L1
chr6:79495982:79496117 L1P3 LINE/L1
chr6:79495982:79496117_1 L1P3 LINE/L1
chr6:79500968:79501103 L1PREC2 LINE/L1
chr6:79500968:79501103_1 L1PREC2 LINE/L1
chr6:79502341:79502476 AluJb SINE/Alu
chr6:79502341:79502476_1 AluJb SINE/Alu
chr6:79502791:79502926 AluSx SINE/Alu
chr6:79502791:79502926_1 AluSx SINE/Alu
chr6:79503632:79503767 L1ME3Cz LINE/L1
chr6:79503632:79503767_1 L1ME3Cz LINE/L1
chr6:79504132:79504267 L1P1 LINE/L1
chr6:79504132:79504267_1 L1P1 LINE/L1
chr6:79513522:79513657 L1P1 LINE/L1
chr6:79513522:79513657_1 L1P1 LINE/L1
chr6:79514541:79514676 L1P3 LINE/L1
chr6:79514541:79514676_1 L1P3 LINE/L1
chr6:79535344:79535479 L1PA4 LINE/L1
chr6:79535344:79535479 (AAAG)n Simple_repeat
chr6:79535344:79535479_1 L1PA4 LINE/L1
chr6:79535344:79535479_1 (AAAG)n Simple_repeat
chr6:79543424:79543559 L1M1 LINE/L1
chr6:79543424:79543559_1 L1M1 LINE/L1
chr6:79548777:79548912 L1P3 LINE/L1
chr6:79548777:79548912_1 L1P3 LINE/L1
chr6:79551744:79551879 MIR SINE/MIR
chr6:79553759:79553894 MIR SINE/MIR
chr6:79553759:79553894_1 MIR SINE/MIR
chr6:79559534:79559669 MER33 DNA/hAT-Charlie
chr6:79559534:79559669_1 MER33 DNA/hAT-Charlie
chr6:79564151:79564286 LTR14A LTR/ERVK
chr6:79564151:79564286_1 LTR14A LTR/ERVK
chr6:79565176:79565311 HERVK14-int LTR/ERVK
chr6:79565176:79565311_1 HERVK14-int LTR/ERVK
chr6:79566094:79566229 HERVK14-int LTR/ERVK
chr6:79566094:79566229_1 HERVK14-int LTR/ERVK
chr6:79566575:79566710 HERVK14-int LTR/ERVK
chr6:79566575:79566710_1 HERVK14-int LTR/ERVK
chr6:79567651:79567786 HERVK14-int LTR/ERVK
chr6:79567651:79567786_1 HERVK14-int LTR/ERVK
chr6:79567972:79568107 HERVK14-int LTR/ERVK
chr6:79567972:79568107 LTR14B LTR/ERVK
chr6:79567972:79568107_1 HERVK14-int LTR/ERVK
chr6:79567972:79568107_1 LTR14B LTR/ERVK
chr6:79570277:79570412 L1MC LINE/L1
chr6:79570277:79570412_1 L1MC LINE/L1
chr6:79582722:79582857 AluY SINE/Alu
chr6:79582722:79582857_1 AluY SINE/Alu
chr6:79583369:79583504 SVA_A Retroposon/SVA
chr6:79583369:79583504 7SLRNA srpRNA
chr6:79583369:79583504_1 SVA_A Retroposon/SVA
chr6:79583369:79583504_1 7SLRNA srpRNA
chr6:79584905:79585040 L1P4 LINE/L1
chr6:79584905:79585040_1 L1P4 LINE/L1
chr6:79585557:79585692 (AAAT)n Simple_repeat
chr6:79585557:79585692_1 (AAAT)n Simple_repeat
chr6:79588964:79589099 L1PA4 LINE/L1
chr6:79588964:79589099_1 L1PA4 LINE/L1
chr6:79589399:79589534 MER70C LTR/ERVL
chr6:79589399:79589534_1 MER70C LTR/ERVL
chr6:79589993:79590128 Tigger4a DNA/TcMar-Tigger
chr6:79589993:79590128_1 Tigger4a DNA/TcMar-Tigger
chr6:79590317:79590452 L1MD LINE/L1
chr6:79590317:79590452_1 L1MD LINE/L1
chr6:79591737:79591872 L1MC4a LINE/L1
chr6:79591737:79591872_1 L1MC4a LINE/L1
chr6:79597435:79597570 L1M3 LINE/L1
chr6:79597435:79597570_1 L1M3 LINE/L1
chr6:79599396:79599531 L1P3 LINE/L1
chr6:79599396:79599531_1 L1P3 LINE/L1
chr6:79600063:79600198 L1PA7 LINE/L1
chr6:79600063:79600198_1 L1PA7 LINE/L1
chr6:79602935:79603070 L1MEc LINE/L1
chr6:79602935:79603070 (GT)n Simple_repeat
chr6:79602935:79603070 (TA)n Simple_repeat
chr6:79602935:79603070_1 L1MEc LINE/L1
chr6:79602935:79603070_1 (GT)n Simple_repeat
chr6:79602935:79603070_1 (TA)n Simple_repeat
chr6:79606361:79606496 AluJb SINE/Alu
chr6:79606361:79606496_1 AluJb SINE/Alu
chr6:79606422:79606557 AluJb SINE/Alu
chr6:79606422:79606557_1 AluJb SINE/Alu
chr6:79606473:79606608 AluJb SINE/Alu
chr6:79606473:79606608_1 AluJb SINE/Alu
chr6:79615482:79615617 AluY SINE/Alu
chr6:79615482:79615617_1 AluY SINE/Alu
chr6:79618284:79618419 SVA_A Retroposon/SVA
chr6:79618284:79618419 7SLRNA srpRNA
chr6:79618284:79618419_1 AluSx SINE/Alu
chr6:79629361:79629496 L1P4 LINE/L1
chr6:79629361:79629496_1 L1P4 LINE/L1
chr6:79629496:79629631 L1P4 LINE/L1
chr6:79629496:79629631_1 L1P4 LINE/L1
chr6:79629931:79630066 7SLRNA srpRNA
chr6:79629931:79630066 L1P4 LINE/L1
chr6:79629931:79630066_1 7SLRNA srpRNA
chr6:79629931:79630066_1 L1P4 LINE/L1
chr6:79631774:79631909 L1P1 LINE/L1
chr6:79631774:79631909_1 L1P1 LINE/L1
chr6:79633061:79633196 L1P3 LINE/L1
chr6:79633061:79633196_1 L1P3 LINE/L1
chr6:79633373:79633508 L1P1 LINE/L1
chr6:79633373:79633508_1 L1P1 LINE/L1
chr6:79633519:79633654 L1P1 LINE/L1
chr6:79633519:79633654_1 L1P1 LINE/L1
chr6:79643136:79643271 AluSx SINE/Alu
chr6:79643136:79643271_1 AluSx SINE/Alu
chr6:79659102:79659237 MER74B LTR/ERVL
chr6:79659102:79659237_1 MER74B LTR/ERVL
chr6:79674194:79674329 AluSx SINE/Alu
chr6:79674194:79674329_1 AluSx SINE/Alu
chr6:79678143:79678278 MER8 DNA/TcMar-Tigger
chr6:79678143:79678278_1 MER8 DNA/TcMar-Tigger
chr6:79678380:79678515 HAL1 LINE/L1
chr6:79678380:79678515_1 HAL1 LINE/L1
chr6:79681583:79681718 L1HS LINE/L1
chr6:79681583:79681718_1 L1HS LINE/L1
chr6:79682499:79682634 L1HS LINE/L1
chr6:79682499:79682634_1 L1P1 LINE/L1
chr6:79683823:79683958 L1P1 LINE/L1
chr6:79683823:79683958_1 L1P1 LINE/L1
chr6:79684349:79684484 L1P1 LINE/L1
chr6:79684349:79684484_1 L1P1 LINE/L1
chr6:79690222:79690357 L2 LINE/L2
chr6:79690222:79690357_1 L2 LINE/L2
chr6:79700912:79701047 (T)n Simple_repeat
chr6:79700912:79701047_1 (T)n Simple_repeat
chr6:79701904:79702039 AluY SINE/Alu
chr6:79701904:79702039_1 AluY SINE/Alu
chr6:79734301:79734436 AluY SINE/Alu
chr6:79734301:79734436_1 AluY SINE/Alu
chr6:79741890:79742025 Tigger1 DNA/TcMar-Tigger
chr6:79741890:79742025_1 Tigger1 DNA/TcMar-Tigger
chr6:79742033:79742168 Tigger1 DNA/TcMar-Tigger
chr6:79742033:79742168_1 Tigger1 DNA/TcMar-Tigger
chr6:79743667:79743802 Tigger1 DNA/TcMar-Tigger
chr6:79743667:79743802_1 Tigger1 DNA/TcMar-Tigger
chr6:79745039:79745174 LTR45C LTR/ERV1
chr6:79745039:79745174_1 LTR45C LTR/ERV1
chr6:79768988:79769123 L1MEg LINE/L1
chr6:79768988:79769123_1 L1MEd LINE/L1
chr6:79776036:79776171 MIR SINE/MIR
chr6:79776036:79776171_1 MIR SINE/MIR
chr6:79810465:79810600 L1M2 LINE/L1
chr6:79810465:79810600_1 L1M2 LINE/L1
chr6:79810632:79810767 L1M2 LINE/L1
chr6:79810632:79810767 MLT2A2 LTR/ERVL
chr6:79810632:79810767_1 L1M2 LINE/L1
chr6:79810632:79810767_1 MLT2A2 LTR/ERVL
chr6:79816717:79816852 L3b LINE/CR1
chr6:79816717:79816852_1 Plat_L3 LINE/CR1
chr7:106410709:106410844 L3 LINE/CR1
chr7:106410709:106410844_1 L3 LINE/CR1
chr7:106412014:106412149 (AT)n Simple_repeat
chr7:106412014:106412149_1 (AT)n Simple_repeat
chr7:131029928:131030063 Tigger4a DNA/TcMar-Tigger
chr7:131029928:131030063_1 Tigger4a DNA/TcMar-Tigger
chr7:131058988:131059123 L1MD3 LINE/L1
chr7:131058988:131059123_1 L1MD3 LINE/L1
chr7:131080228:131080363 (ATTTT)n Simple_repeat
chr7:131080228:131080363 Charlie1a DNA/hAT-Charlie
chr7:131080228:131080363_1 (ATTTT)n Simple_repeat
chr7:131080228:131080363_1 Charlie1a DNA/hAT-Charlie
chr7:131089325:131089460 AluJb SINE/Alu
chr7:131089325:131089460_1 AluJb SINE/Alu
chr7:131096670:131096805 AluJb SINE/Alu
chr7:131096670:131096805_1 AluJb SINE/Alu
chr7:131132788:131132923 AluY SINE/Alu
chr7:131132788:131132923_1 AluY SINE/Alu
chr7:131160620:131160755 L1M5 LINE/L1
chr7:131160620:131160755_1 L1M5 LINE/L1
chr7:131183150:131183285 7SLRNA srpRNA
chr7:131183150:131183285_1 7SLRNA srpRNA
chr7:151573049:151573184 (CTCCC)n Simple_repeat
chr7:151573049:151573184_1 (CTCCC)n Simple_repeat
chr7:19046109:19046244 L1PA3 LINE/L1
chr7:19046109:19046244_1 L1PA3 LINE/L1
chr7:19052665:19052800 L1P4 LINE/L1
chr7:19052665:19052800_1 L1P4 LINE/L1
chr7:40403984:40404119 L1HS LINE/L1
chr7:40403984:40404119_1 L1HS LINE/L1
chr7:40404607:40404742 L1P1 LINE/L1
chr7:40404607:40404742_1 L1P1 LINE/L1
chr7:40406808:40406943 L1PA4 LINE/L1
chr7:40406808:40406943_1 L1PA4 LINE/L1
chr7:40407803:40407938 AluSx SINE/Alu
chr7:40407803:40407938_1 AluSx SINE/Alu
chr7:40408650:40408785 AluSx SINE/Alu
chr7:40408650:40408785_1 AluSx SINE/Alu
chr7:40410856:40410991 (TTTG)n Simple_repeat
chr7:40410856:40410991_1 (TTTG)n Simple_repeat
chr7:40411476:40411611 (AC)n Simple_repeat
chr7:40411476:40411611_1 (AC)n Simple_repeat
chr7:40416249:40416384 L1ME3G LINE/L1
chr7:40416619:40416754 L1MDa LINE/L1
chr7:40416619:40416754 (TCTT)n Simple_repeat
chr7:40416619:40416754_1 L1MDa LINE/L1
chr7:40416619:40416754_1 (TCTT)n Simple_repeat
chr7:40417663:40417798 L1M4 LINE/L1
chr7:40417663:40417798_1 L1M4 LINE/L1
chr7:40417748:40417883 L1M4 LINE/L1
chr7:40417748:40417883_1 L1M4 LINE/L1
chr7:40417857:40417992 L1M4 LINE/L1
chr7:40417857:40417992_1 L1M4 LINE/L1
chr7:40418653:40418788 MLT1C2 LTR/ERVL-MaLR
chr7:40418653:40418788_1 MLT1C2 LTR/ERVL-MaLR
chr7:40421614:40421749 (TG)n Simple_repeat
chr7:40421614:40421749_1 (TG)n Simple_repeat
chr7:40424247:40424382 AluSx SINE/Alu
chr7:40424247:40424382_1 AluSx SINE/Alu
chr7:40424288:40424423 AluSx SINE/Alu
chr7:40424288:40424423_1 AluSx SINE/Alu
chr7:40428219:40428354 AluSx SINE/Alu
chr7:40428219:40428354_1 AluSx SINE/Alu
chr7:40429660:40429795 L1P1 LINE/L1
chr7:40429660:40429795_1 L1P1 LINE/L1
chr7:40430115:40430250 L1P1 LINE/L1
chr7:40430115:40430250_1 L1P1 LINE/L1
chr7:40430231:40430366 L1P1 LINE/L1
chr7:40430231:40430366_1 L1P1 LINE/L1
chr7:40430724:40430859 L1P1 LINE/L1
chr7:40430724:40430859_1 L1P1 LINE/L1
chr7:40431064:40431199 L1P2 LINE/L1
chr7:40431064:40431199_1 L1P2 LINE/L1
chr7:40431302:40431437 L1P2 LINE/L1
chr7:40431302:40431437_1 L1P2 LINE/L1
chr7:40431419:40431554 L1P2 LINE/L1
chr7:40431419:40431554_1 L1P2 LINE/L1
chr7:40436819:40436954 L2b LINE/L2
chr7:40436819:40436954_1 L2d LINE/L2
chr7:40449836:40449971 (TATT)n Simple_repeat
chr7:40449836:40449971_1 (TATT)n Simple_repeat
chr7:40460061:40460196 AluSx SINE/Alu
chr7:40460061:40460196_1 AluSx SINE/Alu
chr7:40465451:40465586 MIRb SINE/MIR
chr7:40465451:40465586_1 MIRb SINE/MIR
chr7:40469575:40469710 L1MB1 LINE/L1
chr7:40469575:40469710_1 L1MA9 LINE/L1
chr7:40470540:40470675 AluSx SINE/Alu
chr7:40470540:40470675_1 AluSx SINE/Alu
chr7:40472019:40472154 AluSx SINE/Alu
chr7:40472019:40472154_1 AluSx SINE/Alu
chr7:40472578:40472713 L1M3d LINE/L1
chr7:40472578:40472713_1 L1M3d LINE/L1
chr7:40472647:40472782 L1M3c LINE/L1
chr7:40472647:40472782_1 L1M3c LINE/L1
chr7:40477295:40477430 MamGypsy2-I LTR/Gypsy
chr7:40477295:40477430_1 MamGypsy2-I LTR/Gypsy
chr7:45968019:45968154 MLT1-int LTR/ERVL-MaLR
chr7:45968019:45968154_1 MLT1-int LTR/ERVL-MaLR
chr7:45969969:45970104 L1MD LINE/L1
chr7:45969969:45970104_1 L1MD LINE/L1
chr7:45972909:45973044 L1PB1 LINE/L1
chr7:45972909:45973044_1 L1PB1 LINE/L1
chr7:45973351:45973486 L1P5 LINE/L1
chr7:45973351:45973486_1 L1P5 LINE/L1
chr7:45977588:45977723 (TG)n Simple_repeat
chr7:45977588:45977723_1 (TG)n Simple_repeat
chr7:45978955:45979090 L2 LINE/L2
chr7:45978955:45979090_1 L2 LINE/L2
chr7:45981433:45981568 AluSx SINE/Alu
chr7:45981433:45981568_1 AluSx SINE/Alu
chr7:45983061:45983196_1 L1M5 LINE/L1
chr7:45984811:45984946 (TTCTA)n Simple_repeat
chr7:45986583:45986718 L1ME3G LINE/L1
chr7:45986583:45986718_1 L1ME3G LINE/L1
chr7:45987362:45987497 L1P1 LINE/L1
chr7:45987362:45987497_1 L1P1 LINE/L1
chr7:45988408:45988543 L1P1 LINE/L1
chr7:45988408:45988543_1 L1P1 LINE/L1
chr7:45990573:45990708 L1P1 LINE/L1
chr7:45990573:45990708_1 L1P1 LINE/L1
chr7:45991947:45992082 L1HS LINE/L1
chr7:45991947:45992082_1 L1HS LINE/L1
chr7:45992242:45992377 L1HS LINE/L1
chr7:45992242:45992377_1 L1HS LINE/L1
chr7:45992259:45992394 L1HS LINE/L1
chr7:45992259:45992394_1 L1HS LINE/L1
chr7:45994188:45994323 L1ME2 LINE/L1
chr7:45994188:45994323_1 L1ME2 LINE/L1
chr7:45996080:45996215 L1M5 LINE/L1
chr7:45996080:45996215_1 (AAAAC)n Simple_repeat
chr7:73393069:73393204 Tigger20a DNA/TcMar-Tigger
chr7:73393069:73393204_1 Tigger20a DNA/TcMar-Tigger
chr7:73442266:73442401 (GT)n Simple_repeat
chr7:73442266:73442401_1 (GT)n Simple_repeat
chr7:92283030:92283165 7SLRNA srpRNA
chr7:92283030:92283165 SVA_A Retroposon/SVA
chr7:92283030:92283165_1 7SLRNA srpRNA
chr7:92283030:92283165_1 SVA_A Retroposon/SVA
chr8:120393549:120393684 L1P3 LINE/L1
chr8:120393549:120393684_1 L1P3 LINE/L1
chr8:120400464:120400599 MER20 DNA/hAT-Charlie
chr8:120400464:120400599_1 MER20 DNA/hAT-Charlie
chr8:120400488:120400623 MER20 DNA/hAT-Charlie
chr8:120400488:120400623_1 MER20 DNA/hAT-Charlie
chr8:120403559:120403694 MIR SINE/MIR
chr8:120403559:120403694_1 MIR SINE/MIR
chr8:120409409:120409544 AluSx SINE/Alu
