statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
3808__WILDTYPE_SNP_INDIV	5.38123597727304	0.0203544529709161	0.0525085888235227	1	26	5	4	0.264105165839911
517__WILDTYPE_SNP_INDIV	5.18553150247726	0.0227757050348118	0.0574037817027131	1	25	5	4	-0.256318871612779
2472__WILDTYPE_SNP_INDIV	0.19276972238913	0.660621330172101	0.762109004514431	1	26	5	4	-0.0330747000446174
2238__WILDTYPE_SNP_INDIV	0.658498975451721	0.417090362022654	0.55145427231936	1	25	5	4	0.1037276979536
122__WILDTYPE_SNP_INDIV	0.428915908847557	0.512521375213129	0.640785049238891	1	26	5	4	0.0718848543125238
698__WILDTYPE_SNP_INDIV	4.4786687255596	0.0343204446900787	0.0800699306701544	1	26	5	4	0.297900152745974
3354__WILDTYPE_SNP_INDIV	6.36318989181893	0.0116511890974411	0.0329968266365952	1	17	5	4	-0.496969400448934
3216__WILDTYPE_SNP_INDIV	0.0100374154367273	0.920195943969871	0.948415549371478	1	26	5	4	0.0142966617526018
2326__WILDTYPE_SNP_INDIV	0.68904965671527	0.406487815888155	0.542461852065845	1	26	5	4	-0.102742299164254
1425__WILDTYPE_SNP_INDIV	25.9710242554138	3.46580342864201e-07	4.67883462866671e-06	1	26	5	4	0.564787275630076
4017__WILDTYPE_SNP_INDIV	0.0195732792699346	0.888735417114699	0.928939194139462	1	26	5	4	0.0135163260436504
2936__WILDTYPE_SNP_INDIV	13.2086515811402	0.000278659785418182	0.00146846373763134	1	26	5	4	-0.42480339183478
2548__WILDTYPE_SNP_INDIV	0.355797216026986	0.550849670064952	0.67638822542978	1	26	5	4	0.0535415716389418
610__WILDTYPE_SNP_INDIV	3.76867569143724	0.0522209628351163	0.112393169451665	1	24	5	4	0.219444194725282
4248__WILDTYPE_SNP_INDIV	7.33207537210183	0.0067734799506923	0.0211248180681552	1	21	5	4	0.490045328013577
3736__WILDTYPE_SNP_INDIV	11.7704513829733	0.000601783836679979	0.00277826428346203	1	18	5	4	0.711007700946949
2121__WILDTYPE_SNP_INDIV	8.6386460198089	0.00329105929547247	0.0116082762783179	1	25	5	4	-0.406211749182347
3848__WILDTYPE_SNP_INDIV	1.86366765759612	0.172202096132708	0.285085523256561	1	26	5	4	-0.201682820279238
3270__WILDTYPE_SNP_INDIV	0.166730603361884	0.683033921046246	0.779078357554739	1	26	5	4	-0.0438515887174988
3065__WILDTYPE_SNP_INDIV	5.63588284981256	0.0175964817350928	0.0463644140454255	1	22	5	4	-0.333125838772252
2094__WILDTYPE_SNP_INDIV	4.40840483929378	0.0357622674304053	0.0829104955477702	1	25	5	4	-0.243788272365771
3816__WILDTYPE_SNP_INDIV	6.8197540911508	0.00901549812104146	0.0269121018445498	1	24	5	4	0.384386563867783
993__WILDTYPE_SNP_INDIV	12.2589639861467	0.000463028505274924	0.00224552471882067	1	26	5	4	0.413557879417801
3667__WILDTYPE_SNP_INDIV	1.69758233291623	0.192604458982058	0.309791509326563	1	26	5	4	-0.145784205852326
2101__WILDTYPE_SNP_INDIV	3.40856225434197	0.0648589330173439	0.132926239693541	1	17	5	4	0.43438335186218
893__WILDTYPE_SNP_INDIV	0.712161844096272	0.398727064919341	0.535274378212948	1	24	5	4	-0.108385070914949
1354__WILDTYPE_SNP_INDIV	53.9505414047462	2.05600359981582e-13	1.19050039767649e-11	1	24	5	4	1.163251106966
3011__WILDTYPE_SNP_INDIV	10.7607066231554	0.00103677791470035	0.00438622769194531	1	12	5	4	-1.13681152877592
1112__WILDTYPE_SNP_INDIV	0.308272057448903	0.57874246054126	0.698952677186786	1	25	5	4	-0.0666933951902872
2021__WILDTYPE_SNP_INDIV	0.579452939509565	0.446526831091469	0.580786996001516	1	24	5	4	0.103663342697018
3335__WILDTYPE_SNP_INDIV	0.00284256693828411	0.957480348249498	0.97286481050467	1	18	5	4	-0.0134964778969225
497__WILDTYPE_SNP_INDIV	7.72438276598132	0.00544799817878291	0.0176649168065064	1	26	5	4	0.315410640461512
558__WILDTYPE_SNP_INDIV	0.000549836739992315	0.981292440188708	0.987249626867685	1	24	5	4	-0.00340903122274275
1024__WILDTYPE_SNP_INDIV	1.60999496707473	0.204492509577275	0.324574243005703	1	26	5	4	0.179718982221606
2801__WILDTYPE_SNP_INDIV	6.10952624335187	0.0134455164625437	0.037094806038453	1	26	5	4	-0.148017152606971
99__WILDTYPE_SNP_INDIV	0.450391108312488	0.502149281767393	0.630965794504632	1	26	5	4	-0.0771487414766701
1631__WILDTYPE_SNP_INDIV	2.01560723825332	0.155688971120203	0.26448964128798	1	26	5	4	0.107182448607269
2592__WILDTYPE_SNP_INDIV	23.4634461067658	1.27309806427647e-06	1.46026474866652e-05	1	26	5	4	0.361989399425813
2749__WILDTYPE_SNP_INDIV	34.7192878270698	3.80839600379581e-09	8.97213293835425e-08	1	26	5	4	-0.342454882129327
699__WILDTYPE_SNP_INDIV	13.3125183733578	0.000263640025187019	0.00140351073018659	1	26	5	4	0.514132305719818
287__WILDTYPE_SNP_INDIV	22.7011838278263	1.89251239789507e-06	2.04851679826209e-05	1	26	5	4	0.536711792385618
978__WILDTYPE_SNP_INDIV	0.158111267511458	0.690901413109186	0.785724607525497	1	23	5	4	-0.060306166503273
3759__WILDTYPE_SNP_INDIV	2.39162282834832	0.12198693588451	0.219576484592117	1	26	5	4	0.168753293431708
1417__WILDTYPE_SNP_INDIV	2.0175081621378	0.155494130469832	0.264438162499148	1	26	5	4	0.2037659287592
2217__WILDTYPE_SNP_INDIV	10.898875442932	0.000962226592453241	0.00415296130171103	1	23	5	4	-0.713844490200492
1174__WILDTYPE_SNP_INDIV	26.5258305376333	2.60037760898756e-07	3.63296941534716e-06	1	26	5	4	-0.364501878036293
1062__WILDTYPE_SNP_INDIV	2.61936825223211	0.105566462352198	0.196041682593441	1	26	5	4	0.117159547188951
1672__WILDTYPE_SNP_INDIV	26.2446290740986	3.00790205094896e-07	4.1540164531209e-06	1	24	5	4	0.886396610801439
1462__WILDTYPE_SNP_INDIV	6.37970652967442	0.0115432516989344	0.032710417255353	1	26	5	4	-0.23690427569933
2358__WILDTYPE_SNP_INDIV	0.550744430675877	0.458013679628386	0.591406164506723	1	26	5	4	0.0817271787120856
414__WILDTYPE_SNP_INDIV	4.03591294754824	0.0445415695553899	0.0988788634306974	1	18	5	4	-0.463404740660117
677__WILDTYPE_SNP_INDIV	0.155552510236021	0.693284667368693	0.787689388031664	1	23	5	4	0.0589369465857656
3264__WILDTYPE_SNP_INDIV	0.490978781085573	0.483491017234419	0.614399214391491	1	19	5	4	-0.165163323003743
905__WILDTYPE_SNP_INDIV	7.39947576822487	0.00652428875224579	0.0204405030921077	1	26	5	4	0.23716349474411
983__WILDTYPE_SNP_INDIV	6.23536466599762	0.0125223804615486	0.0350714222017499	1	26	5	4	-0.214267853285946
542__WILDTYPE_SNP_INDIV	17.9568007721514	2.25975576911863e-05	0.000172661148273198	1	25	5	4	-0.635270068614081
2152__WILDTYPE_SNP_INDIV	0.0816189450820275	0.775115337941298	0.849146185125571	1	26	5	4	-0.0203425165105174
634__WILDTYPE_SNP_INDIV	0.407797025388618	0.52308977129484	0.650781631075072	1	17	5	4	-0.0980418005576604
1536__WILDTYPE_SNP_INDIV	5.06472653836181	0.0244175575469537	0.0605212901344298	1	26	5	4	-0.231375199352079
747__WILDTYPE_SNP_INDIV	2.58297393530438	0.108018546156726	0.199821837116716	1	21	5	4	-0.287841525898413
740__WILDTYPE_SNP_INDIV	8.88260867638928	0.00287899881886217	0.0103479101201847	1	26	5	4	-0.455569528717548
1718__WILDTYPE_SNP_INDIV	18.2194202555693	1.96861271756057e-05	0.000153341211030731	1	26	5	4	-0.520330418359058
2058__WILDTYPE_SNP_INDIV	1.91042274248912	0.166916307304874	0.278735153894102	1	26	5	4	-0.178160154728421
3400__WILDTYPE_SNP_INDIV	9.79951893229281	0.00174557528052772	0.00682616382669923	1	26	5	4	-0.263887163914546
4156__WILDTYPE_SNP_INDIV	2.12664095688069	0.14475767498817	0.250343787690949	1	24	5	4	-0.221885706117498
612__WILDTYPE_SNP_INDIV	0.167109001411973	0.682694014969953	0.77897137605546	1	24	5	4	0.0464188479663572
3532__WILDTYPE_SNP_INDIV	0.365359349783375	0.545544750897952	0.671418200464932	1	26	5	4	-0.0594099225218949
11__WILDTYPE_SNP_INDIV	29.8457359529657	4.67824643835875e-08	8.32727866027857e-07	1	21	5	4	-0.894856825343303
4100__WILDTYPE_SNP_INDIV	2.4561519557044	0.117065258083714	0.212217884893099	1	26	5	4	0.212145500806615
976__WILDTYPE_SNP_INDIV	7.60700135737898	0.00581420935268	0.0186411542021215	1	26	5	4	0.33002782808337
1132__WILDTYPE_SNP_INDIV	0.00223231600057261	0.962316056742029	0.975921284807384	1	23	5	4	0.00746094839325729
356__WILDTYPE_SNP_INDIV	9.60825871162433	0.00193704230028821	0.00745350303857896	1	19	5	4	-0.721387678966315
3927__WILDTYPE_SNP_INDIV	4.10329138402358	0.04279981688086	0.095985030298373	1	26	5	4	0.292189575900901
2556__WILDTYPE_SNP_INDIV	19.9035703192499	8.14480764021424e-06	7.20882974564818e-05	1	26	5	4	-0.436631528813097
2943__WILDTYPE_SNP_INDIV	25.2961878751389	4.91679529297902e-07	6.31821341659283e-06	1	26	5	4	-0.360465244140428
936__WILDTYPE_SNP_INDIV	1.19913296521031	0.273495039487525	0.406060290323462	1	25	5	4	-0.166889093131632
665__WILDTYPE_SNP_INDIV	14.9214248196885	0.000112082836804274	0.000672092689949513	1	21	5	4	-0.7205506217305
3382__WILDTYPE_SNP_INDIV	0.449069486961434	0.502777171679741	0.631394587690837	1	26	5	4	0.0466909792679748
3514__WILDTYPE_SNP_INDIV	17.6774976918243	2.61704314889962e-05	0.00019683113260738	1	10	5	4	-1.13288253849858
1732__WILDTYPE_SNP_INDIV	25.7947658441517	3.79716814772861e-07	5.05517731800103e-06	1	26	5	4	-0.501316305717301
2399__WILDTYPE_SNP_INDIV	1.2041501196793	0.272493778106561	0.405074264639695	1	19	5	4	0.254255647335552
1671__WILDTYPE_SNP_INDIV	6.55796124968015	0.0104415927797724	0.0300492783829856	1	26	5	4	-0.404909348771309
1842__WILDTYPE_SNP_INDIV	13.636597158079	0.000221819090002703	0.00121419424436559	1	26	5	4	0.397769046932417
631__WILDTYPE_SNP_INDIV	16.3778112367208	5.18891297000785e-05	0.000354231757583206	1	26	5	4	-0.497841628108811
3492__WILDTYPE_SNP_INDIV	4.04723135152653	0.0442438517424869	0.0985338051317849	1	26	5	4	-0.189306173603886
780__WILDTYPE_SNP_INDIV	5.22279982886857	0.0222926311300149	0.056388623795185	1	26	5	4	0.159060252584583
1691__WILDTYPE_SNP_INDIV	2.32534864949548	0.127281699318139	0.226561424786288	1	23	5	4	-0.235415520899332
3665__WILDTYPE_SNP_INDIV	2.73274267127874	0.098310324938073	0.185358737407759	1	15	5	4	-0.41468943718058
4021__WILDTYPE_SNP_INDIV	17.4636535867221	2.92853360230232e-05	0.000217535278093739	1	26	5	4	0.411779876315299
1787__WILDTYPE_SNP_INDIV	53.5240366163189	2.55448175425263e-13	1.42753945476025e-11	1	24	5	4	-0.85419414564544
3182__WILDTYPE_SNP_INDIV	10.5003062798705	0.0011935475878716	0.0049621018229333	1	26	5	4	-0.362353942748308
115__WILDTYPE_SNP_INDIV	2.91876384555326	0.0875549143816011	0.169348405673214	1	25	5	4	-0.34029538161344
2742__WILDTYPE_SNP_INDIV	0.445068164832264	0.504686357101733	0.633295726431052	1	26	5	4	-0.0546862798567136
3121__WILDTYPE_SNP_INDIV	0.667555639124657	0.413905122686376	0.548752557139509	1	26	5	4	0.0559235489679156
3281__WILDTYPE_SNP_INDIV	0.0112855038132693	0.915397288995675	0.945091164535599	1	26	5	4	0.0157772405365027
1390__WILDTYPE_SNP_INDIV	10.2751926679418	0.00134830793171622	0.00550082166369115	1	22	5	4	0.467144859300358
4302__WILDTYPE_SNP_INDIV	13.0604372351795	0.000301599021728412	0.00156397006931	1	26	5	4	0.311279701009993
3584__WILDTYPE_SNP_INDIV	5.53994119297317	0.0185872072950885	0.0486282625259636	1	25	5	4	-0.306456292596581
662__WILDTYPE_SNP_INDIV	0.0856183251532912	0.769823256641182	0.844503668435864	1	25	5	4	-0.0459696296299981
2074__WILDTYPE_SNP_INDIV	0.0441911650250404	0.833498352877653	0.893312045047532	1	26	5	4	0.0188911037190175
3330__WILDTYPE_SNP_INDIV	3.51207283718668	0.0609231869906429	0.126259955445032	1	24	5	4	-0.22747521672288
1988__WILDTYPE_SNP_INDIV	2.31093413814142	0.128466824693888	0.22808414772949	1	24	5	4	-0.265898147688302
2359__WILDTYPE_SNP_INDIV	0.0662995956199666	0.796802788947291	0.86599597550445	1	26	5	4	-0.0239100178909004
3527__WILDTYPE_SNP_INDIV	6.56550618998017	0.0103974159493407	0.0299580222137478	1	25	5	4	-0.361783974149426
2281__WILDTYPE_SNP_INDIV	2.30985101262968	0.128556371603135	0.228154328628016	1	22	5	4	0.20233783234573
418__WILDTYPE_SNP_INDIV	2.45563234080964	0.117104001401685	0.212217884893099	1	26	5	4	-0.17724858491231
4389__WILDTYPE_SNP_INDIV	10.1471489187638	0.00144524590627909	0.00581729633632939	1	26	5	4	-0.423793178669626
3716__WILDTYPE_SNP_INDIV	0.0245352270137573	0.875530746341448	0.92114727822176	1	23	5	4	0.0218592486905435
1363__WILDTYPE_SNP_INDIV	0.213461579232899	0.644067677495581	0.748582650071042	1	26	5	4	0.0488092057517337
3019__WILDTYPE_SNP_INDIV	1.15320812861387	0.282878581611156	0.416773287315516	1	26	5	4	-0.141787160300221
3241__WILDTYPE_SNP_INDIV	2.45584346430087	0.11708825798796	0.212217884893099	1	26	5	4	-0.185759771359754
4301__WILDTYPE_SNP_INDIV	6.22661420132908	0.0125844132058324	0.0352246300915728	1	24	5	4	0.308596404434626
929__WILDTYPE_SNP_INDIV	0.114258488139967	0.735347037392001	0.819031100381943	1	26	5	4	0.0355373881706115
4683__WILDTYPE_SNP_INDIV	0.256962871720134	0.612214422670336	0.724348231253973	1	26	5	4	0.0576259709664137
4215__WILDTYPE_SNP_INDIV	0.165005148095247	0.684589587625953	0.780578305606247	1	18	5	4	-0.0937055225184839
1351__WILDTYPE_SNP_INDIV	0.23239665213714	0.629752413333117	0.737938200742772	1	26	5	4	-0.0427589883909693
1734__WILDTYPE_SNP_INDIV	7.06377980351999	0.00786578672827945	0.0240476914860757	1	26	5	4	0.260311165867706
2531__WILDTYPE_SNP_INDIV	10.3440790280338	0.00129890657245805	0.00534464468085052	1	26	5	4	-0.343953850840699
862__WILDTYPE_SNP_INDIV	0.570162087710742	0.450194514237313	0.584248876423101	1	26	5	4	-0.0777347931565785
2996__WILDTYPE_SNP_INDIV	2.37266560069361	0.123476052374308	0.221097581114353	1	21	5	4	-0.278339024799254
3931__WILDTYPE_SNP_INDIV	21.2514981203944	4.0279543071034e-06	3.89492103276197e-05	1	26	5	4	-0.54673187679544
4110__WILDTYPE_SNP_INDIV	3.51443351645639	0.0608364510405845	0.126189030514048	1	26	5	4	-0.210494492948591
3204__WILDTYPE_SNP_INDIV	0.717834200566358	0.396855250794421	0.534053005420658	1	26	5	4	-0.0953328901039622
1911__WILDTYPE_SNP_INDIV	14.6824728530282	0.000127223872435417	0.000745656013322699	1	26	5	4	-0.32630977682071
1347__WILDTYPE_SNP_INDIV	26.5772377373637	2.53209505933213e-07	3.54788596360064e-06	1	26	5	4	-0.501033135359638
3415__WILDTYPE_SNP_INDIV	2.62861262233332	0.104953385622534	0.19520354926544	1	13	5	4	-0.535527615867319
1426__WILDTYPE_SNP_INDIV	0.884145452495432	0.347068781683189	0.484183618220437	1	26	5	4	-0.103289250182625
4111__WILDTYPE_SNP_INDIV	8.36147428565891	0.0038325949705783	0.0132369737328398	1	26	5	4	0.340237017035106
3368__WILDTYPE_SNP_INDIV	2.38369981107735	0.12260686339566	0.220151979005169	1	24	5	4	-0.149403431820416
290__WILDTYPE_SNP_INDIV	0.020360071437608	0.886536023969165	0.927934394809268	1	25	5	4	0.0142429002043318
3470__WILDTYPE_SNP_INDIV	3.07535788936366	0.0794870972109837	0.156820603118221	1	26	5	4	0.143963578103336
3005__WILDTYPE_SNP_INDIV	0.896349015273245	0.343762564368251	0.48040793380454	1	23	5	4	-0.162218986547
221__WILDTYPE_SNP_INDIV	-5.25574250787031e-06	1	1	1	26	5	4	-6.18540722438212e-05
1401__WILDTYPE_SNP_INDIV	8.30940776550369	0.00394402494790818	0.0135007007832241	1	26	5	4	0.263079100684516
3010__WILDTYPE_SNP_INDIV	1.9188126396823	0.165987613317441	0.277570100766743	1	24	5	4	-0.180607019614078
968__WILDTYPE_SNP_INDIV	0.100800951351175	0.750870570117007	0.831877353615107	1	26	5	4	-0.0285696259009331
3718__WILDTYPE_SNP_INDIV	20.8166965206838	5.05404332232762e-06	4.77204954952977e-05	1	26	5	4	0.415766199968661
2956__WILDTYPE_SNP_INDIV	9.20499900436926	0.00241355127909178	0.00892271342101162	1	26	5	4	-0.332757036457057
1637__WILDTYPE_SNP_INDIV	48.2419541120739	3.76740878198536e-12	1.72439681964016e-10	1	26	5	4	1.00042478260582
1380__WILDTYPE_SNP_INDIV	5.03080971406098	0.0249002544429903	0.0614010378927714	1	26	5	4	-0.295055657089383
1034__WILDTYPE_SNP_INDIV	2.10639878086795	0.146684154898666	0.252668257063388	1	26	5	4	-0.23912336631561
3161__WILDTYPE_SNP_INDIV	5.99847671498856	0.0143182357793465	0.0390763436431229	1	26	5	4	-0.267102387310441
1797__WILDTYPE_SNP_INDIV	1.30423436310821	0.253441214673619	0.383392659024682	1	26	5	4	0.0880000992841892
1340__WILDTYPE_SNP_INDIV	7.46814719652991	0.00628001491621395	0.0198173024867526	1	14	5	4	0.550242362102229
1680__WILDTYPE_SNP_INDIV	0.543621475668715	0.460935732616746	0.593491045781865	1	26	5	4	-0.0639114921722058
2528__WILDTYPE_SNP_INDIV	12.6083227227432	0.000384032956147344	0.00192056439879722	1	26	5	4	-0.251023631223143
229__WILDTYPE_SNP_INDIV	3.17775902368521	0.0746470415462096	0.149289589965606	1	26	5	4	-0.163849089697174
2433__WILDTYPE_SNP_INDIV	0.624299900985989	0.42945388952565	0.56411116449056	1	25	5	4	0.116045940843814
1452__WILDTYPE_SNP_INDIV	6.67435098769738	0.009781012136132	0.0285586539041618	1	26	5	4	0.269737247661448
2129__WILDTYPE_SNP_INDIV	21.4407945829291	3.64923766980365e-06	3.59390086907302e-05	1	26	5	4	-0.555023043280416
1028__WILDTYPE_SNP_INDIV	2.26877102526169	0.132004544791657	0.233075257902556	1	26	5	4	-0.163312626978158
1276__WILDTYPE_SNP_INDIV	0.641344816162928	0.423224238936269	0.557417290306305	1	26	5	4	-0.0903227891047693
1420__WILDTYPE_SNP_INDIV	17.9226935428942	2.30061476100607e-05	0.000175504040339606	1	26	5	4	-0.387381503930403
1256__WILDTYPE_SNP_INDIV	9.79035719274862	0.00175429382231724	0.00685458220329808	1	25	5	4	0.246637927618166
679__WILDTYPE_SNP_INDIV	10.8570730791512	0.000984191245818715	0.00420446500213755	1	26	5	4	0.4819760574319
2681__WILDTYPE_SNP_INDIV	0.348434438835739	0.555000696916912	0.679987603229924	1	26	5	4	-0.0611304044656206
2706__WILDTYPE_SNP_INDIV	13.8713664893669	0.000195758303487606	0.00108793487880022	1	26	5	4	0.433021730946806
1448__WILDTYPE_SNP_INDIV	1.18509765043996	0.276320653320371	0.408992011043333	1	24	5	4	-0.168416936289634
550__WILDTYPE_SNP_INDIV	15.7114618443479	7.37757553499629e-05	0.000480442114108295	1	26	5	4	-0.256533650236826
4161__WILDTYPE_SNP_INDIV	2.96688854639729	0.0849851669518281	0.165359802579144	1	26	5	4	0.191224696558144
810__WILDTYPE_SNP_INDIV	14.5374248394658	0.000137402681338295	0.000794653774382489	1	14	5	4	1.52508392941406
708__WILDTYPE_SNP_INDIV	3.80296789071917	0.0511618217658846	0.110728102074295	1	26	5	4	0.169770268693838
3846__WILDTYPE_SNP_INDIV	16.0988612362921	6.01201764138487e-05	0.000404108486496443	1	26	5	4	-0.45023604886465
2228__WILDTYPE_SNP_INDIV	0.725180240396185	0.394449935408933	0.531760558085647	1	26	5	4	0.106257708436048
820__WILDTYPE_SNP_INDIV	9.7860295014375	0.00175842749416476	0.00686308191617831	1	26	5	4	-0.273076124786179
1244__WILDTYPE_SNP_INDIV	0.303873591759839	0.581464155704392	0.700555711284861	1	26	5	4	-0.0590057775586719
1070__WILDTYPE_SNP_INDIV	5.31680398515164	0.0211207150898835	0.054165505187823	1	25	5	4	0.300833714712353
1186__WILDTYPE_SNP_INDIV	43.0845714271632	5.24240363185841e-11	1.98385762635524e-09	1	26	5	4	-0.608879884572262
1634__WILDTYPE_SNP_INDIV	0.139715473434535	0.708564034149766	0.799318552199165	1	26	5	4	-0.0416905282283559
4029__WILDTYPE_SNP_INDIV	2.02526306891241	0.154702131724861	0.263278486214477	1	26	5	4	-0.14068697324313
208__WILDTYPE_SNP_INDIV	6.35666751709005	0.0116940981559248	0.0330793618230573	1	26	5	4	0.255192463841228
1962__WILDTYPE_SNP_INDIV	5.25559092882372	0.0218763716041297	0.0556284877933583	1	25	5	4	0.306789951233606
4245__WILDTYPE_SNP_INDIV	1.54056366876284	0.214533923698233	0.336065853094428	1	21	5	4	0.16147615536134
1648__WILDTYPE_SNP_INDIV	8.64153565959259	0.00328584347325348	0.0116030593184836	1	26	5	4	0.366012349910193
900__WILDTYPE_SNP_INDIV	25.1962663489821	5.17823483736882e-07	6.60121926482613e-06	1	26	5	4	-0.476240765527785
2421__WILDTYPE_SNP_INDIV	0.114206065676626	0.735405479766533	0.819031100381943	1	26	5	4	0.0314986735873982
2471__WILDTYPE_SNP_INDIV	34.9427242344987	3.39547831438082e-09	8.07619628877825e-08	1	26	5	4	0.349396554035515
1574__WILDTYPE_SNP_INDIV	2.61106715648793	0.106120328654224	0.196737492319947	1	26	5	4	-0.183374880033345
546__WILDTYPE_SNP_INDIV	10.8980993849868	0.000962629814836888	0.00415296130171103	1	24	5	4	0.330403086024046
1263__WILDTYPE_SNP_INDIV	5.59967137884132	0.0179638467438079	0.0471771843993119	1	26	5	4	-0.21869361582765
4331__WILDTYPE_SNP_INDIV	13.147975635874	0.000287830047067498	0.00150687495229455	1	26	5	4	-0.286998086724794
364__WILDTYPE_SNP_INDIV	2.49115905199733	0.114487383269933	0.208973172804899	1	26	5	4	0.174944464232672
2069__WILDTYPE_SNP_INDIV	1.01054314206021	0.314772754150356	0.450774093100897	1	26	5	4	-0.139763985257751
4181__WILDTYPE_SNP_INDIV	18.7482597994135	1.4915940744144e-05	0.000120480691119926	1	26	5	4	-0.416401004641183
376__WILDTYPE_SNP_INDIV	0.0118473072126335	0.913325164319497	0.944168797530545	1	8	5	4	-0.0346595338522492
958__WILDTYPE_SNP_INDIV	0.151470425681509	0.697134108769048	0.79038134624771	1	26	5	4	-0.0423930411329654
2285__WILDTYPE_SNP_INDIV	3.6180855963562	0.0571546059195718	0.120687625680783	1	26	5	4	0.223479237122165
4146__WILDTYPE_SNP_INDIV	22.1414439541531	2.53282274451401e-06	2.61217727685286e-05	1	25	5	4	-0.597093472674693
2197__WILDTYPE_SNP_INDIV	21.1900853934749	4.15910483970933e-06	3.98180435451056e-05	1	26	5	4	-0.569698319913649
787__WILDTYPE_SNP_INDIV	0.724308948673297	0.394734122865481	0.531994446015564	1	26	5	4	0.0895628655600244
2156__WILDTYPE_SNP_INDIV	0.151097804493475	0.697488456870681	0.790596585783135	1	26	5	4	0.0411816874260971
896__WILDTYPE_SNP_INDIV	0.0374974694191224	0.84645571345029	0.902610640967849	1	26	5	4	-0.0108686966904653
4329__WILDTYPE_SNP_INDIV	0.532421752071969	0.465590480446563	0.597497422970943	1	26	5	4	-0.0504216056550178
3269__WILDTYPE_SNP_INDIV	0.20511522103925	0.650623286176653	0.754052503019884	1	26	5	4	-0.0415448019745134
